,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
1859,2592,5185,0,0,2014,25,GD Harpur,30,Doctor of Philosophy,Male,1,1859,Asian,C22,Economics,20400.7,Harpur Doctor of Philosophy,0,28177.7,7777,0,3.69,3.43,0,0,0,0,0,0,0,-0.26,2,3.56,0.4,GD Harpur,White,3.24,,5,169,163
1860,0,0,0,0,2009,26,GD Watson,36,Doctor of Philosophy,Male,0,1860,India,R87,Industrial and Systems Enginee,18861.7,Industrial and Systems Eng PhD,0,18861.7,0,0,4,3.7,4,4,4,3.7,0,0,0,-0.02,6,3.9,3.4,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
1861,0,0,0,0,2004,45.7,GD Harpur,61,Doctor of Philosophy,Female,0,1861,White,C29,History,6198.5,Harpur Doctor of Philosophy,0,6198.5,0,0,3.7,3.65,3.7,3.3,0,0,0,0,0,-0.12,4,3.59,7.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1862,0,0,0,0,2005,22.7,GD Harpur,37,Doctor of Philosophy,Female,1,1862,Unknown,C52,Sociology,65281.4,Harpur Doctor of Philosophy,0,68422.4,3141,0,3.93,3.93,4,3.85,3.33,3.57,3.8,0,0,-0.06,7,3.77,6.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1863,4435,3510,3510,0,2011,24,GD Watson,32,Doctor of Philosophy,Female,1,1863,White,R92,Computer Science,8079.38,Computer Science PhD,0,25666.38,17587,0,4,3.9,3.85,3.85,0,0,0,0,0,-0.05,4,3.9,6.4,GD Non-Harpur,White,3.94,,3.8165,157.3401,154.9181
1864,0,0,0,0,2004,48.7,GD Education,64,Doctor of Education,Female,0,1864,White,E99,Educational Theory and Practic,8022.3,Education EDD,0,8022.3,0,0,3.3,4,3.65,3,4,3.3,4,4,0,0.06,8,3.66,9.2,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
1865,0,0,0,0,2005,32.7,GD Harpur,47,Doctor of Philosophy,Male,0,1865,Europe,C38,Philosophy Interpretation and,19332.59,Harpur Doctor of Philosophy,0,19332.59,0,0,3.9,3.85,4,0,0,0,0,0,0,0.05,3,3.92,9.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1866,0,0,0,0,2007,43.7,GD Harpur,56,Doctor of Philosophy,Male,1,1866,Other International Students,C15,Chemistry,24809.95,Harpur Doctor of Philosophy,0,29777.95,4968,0,3.15,3.2,3.3,2.7,0,0,0,0,0,-0.12,4,3.09,2.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1867,0,0,0,0,2006,27.7,GD Harpur,41,Doctor of Philosophy,Female,1,1867,Hispanic or Latino,C09,Art History,29777.63,Harpur Doctor of Philosophy,0,36059.63,6282,0,3.9,3.9,3.97,0,0,0,0,0,0,0.03,3,3.92,5.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1868,3141,349,0,0,2005,24.7,GD Harpur,39,Doctor of Philosophy,Female,1,1868,Hispanic or Latino,C01,Anthropology,3070.95,Harpur Doctor of Philosophy,0,6560.95,3490,0,3.9,3.8,3.8,4,3.51,4,4,0,0,0.01,7,3.86,6.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1869,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,1869,Unknown,C01,Anthropology,33946.35,Harpur Doctor of Philosophy,0,37087.35,3141,0,3.77,3.8,4,4,4,0,0,0,0,0.07,5,3.91,5.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1870,0,0,0,0,2007,25.7,GD Harpur,38,Doctor of Philosophy,Female,0,1870,Black or African American,C52,Sociology,142636.97,Harpur Doctor of Philosophy,0,142636.97,0,0,3,2.77,3.43,3.7,0,0,0,0,0,0.28,4,3.23,6.7,GD Harpur,White,3.34,,3.8165,157.3401,154.9181
1871,0,0,0,0,2008,48.7,GD Watson,60,Doctor of Philosophy,Male,0,1871,Asian,R87,Industrial and Systems Enginee,6178.65,Industrial and Systems Eng PhD,0,6178.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,GD Non-Harpur,White,3.8,,3.8165,157.3401,154.9181
1872,0,0,0,0,2008,22,GD Harpur,33,Doctor of Philosophy,Female,0,1872,Europe,C43,Political Science,14831.6,Harpur Doctor of Philosophy,0,14831.6,0,0,3.43,3.43,3.67,0,0,0,0,0,0,0.12,3,3.51,1.4,GD Harpur,White,3.46,,3.8165,157.3401,154.9181
1873,0,0,0,0,2005,22.7,GD Harpur,37,Doctor of Philosophy,Female,0,1873,White,C33,Comparative Literature,115446.04,Harpur Doctor of Philosophy,0,115446.04,0,0,3.67,3.9,3.87,3.66,3.87,4,0,0,0,0.04,6,3.83,9.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1874,0,0,0,0,2007,22.7,GD Watson,35,Doctor of Philosophy,Male,1,1874,China,R96,Electrical Engineering,30337.9,Electrical Engineering PhD,0,35305.9,4968,0,3.85,3.93,3.9,4,3.77,0,0,0,0,-0.01,5,3.89,2.2,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
1875,0,0,0,0,2006,40.7,GD Harpur,54,Doctor of Philosophy,Male,0,1875,Asia,C01,Anthropology,16224.54,Harpur Doctor of Philosophy,0,16224.54,0,0,4,3.9,4,3.77,4,0,0,0,0,-0.01,5,3.93,3.2,GD Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
1876,0,0,0,0,2010,50,GD Watson,59,Doctor of Philosophy,Male,0,1876,White,R93,Systems Science,13840.77,Systems Science PhD,0,13840.77,0,0,4,4,3.7,3.7,0,0,0,0,0,-0.12,4,3.85,8,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
1877,0,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1877,Asian,C29,History,23809.51,Harpur Doctor of Philosophy,0,34276.51,10467,0,3.47,3.3,3.52,3.7,0,0,0,0,0,0.09,4,3.5,1.8,GD Harpur,White,3.3,,5.5,152,156
1878,0,0,0,0,2007,31.7,GD Harpur,44,Doctor of Philosophy,Male,1,1878,White,C52,Sociology,208097.65,Harpur Doctor of Philosophy,0,214379.65,6282,0,4,3.8,3.85,0,0,0,0,0,0,-0.08,3,3.88,10.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1879,0,0,0,5166,2009,25,GD Harpur,35,Doctor of Philosophy,Female,1,1879,Asia,C01,Anthropology,23127.05,Harpur Doctor of Philosophy,0,28293.05,5166,0,3.9,3.9,3.85,3.7,0,0,0,0,0,-0.06,4,3.84,1.4,GD Harpur,Asia,3.62,,3.8165,157.3401,154.9181
1880,4185,4185,3141,0,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1880,Hispanic or Latino,C15,Chemistry,13414,Harpur Doctor of Philosophy,0,26439,13025,0,3.3,3.33,3.85,0,0,0,0,0,0,0.28,3,3.49,1,GD Harpur,White,3.21,,4.5,154,146
1881,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,1881,White,C15,Chemistry,10834.6,Harpur Doctor of Philosophy,0,23398.6,12564,0,3.85,3.94,3.65,0,0,0,0,0,0,-0.1,3,3.81,2.4,GD Harpur,White,2.8,,3.8165,157.3401,154.9181
1882,0,0,4968,6890,2008,23,GD Harpur,34,Doctor of Philosophy,Female,1,1882,China,C34,Mathematics/Economics,21225.8,Harpur Doctor of Philosophy,0,52521.8,31296,0,3.9,3.3,4,3.5,3.53,3.43,3.37,0,0,-0.06,7,3.58,3,GD Harpur,China,3.39,,3.8165,157.3401,154.9181
1883,0,0,3839,3141,2008,24,GD Harpur,35,Doctor of Philosophy,Female,1,1883,White,C29,History,17737.31,Harpur Doctor of Philosophy,0,33341.31,15604,0,3.7,4,4,3.87,4,4,0,0,0,0.04,6,3.93,7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1884,4935,4935,0,0,2012,23,GD Nursing,30,Doctor of Philosophy,Female,1,1884,Black or African American,D99,Nursing,10608,Nursing PhD,0,20478,9870,0,3.68,3.62,3.76,3.77,0,0,0,0,0,0.04,4,3.71,1.4,GD Non-Harpur,White,3.585,,3.8165,157.3401,154.9181
1885,0,0,3490,0,2008,24,GD Harpur,35,Doctor of Philosophy,Male,1,1885,White,C29,History,9262.92,Harpur Doctor of Philosophy,0,12752.92,3490,0,4,4,4,0,0,0,0,0,0,0,3,4,1,GD Harpur,White,3.91,,3.8165,157.3401,154.9181
1886,6890,6890,3330,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1886,White,C01,Anthropology,6166.67,Harpur Doctor of Philosophy,0,37325.67,31159,0,3.8,3.57,3.83,4,3.87,4,3.87,0,0,0.04,7,3.85,3,GD Harpur,White,3.7,,5,156,159
1887,6625,6625,0,0,2008,24,GD Harpur,35,Doctor of Philosophy,Male,1,1887,India,C22,Economics,2535,Harpur Doctor of Philosophy,0,15785,13250,0,2.33,0,0,0,0,0,0,0,0,0,1,2.33,1.4,GD Harpur,White,3.59,,3.8165,157.3401,154.9181
1888,0,0,3141,0,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,1888,White,C34,Mathematics,13847.15,Harpur Doctor of Philosophy,0,16988.15,3141,0,3.53,3.9,3.65,0,0,0,0,0,0,0.06,3,3.69,1,GD Harpur,White,3.74,,3.8165,157.3401,154.9181
1889,0,0,4185,3141,2008,31,GD Harpur,42,Doctor of Philosophy,Male,1,1889,White,C09,Art History,113937.33,Harpur Doctor of Philosophy,0,134775.33,20838,0,3.9,3.77,3.8,0,0,0,0,0,0,-0.05,3,3.82,5.4,GD Harpur,White,3.39,,3.8165,157.3401,154.9181
1890,0,0,0,0,2008,49,GD Harpur,60,Doctor of Philosophy,Male,0,1890,White,C23,English,51714,Harpur Doctor of Philosophy,0,51714,0,0,3.57,3.67,3.8,3.7,3.5,3.3,3.5,3,0,-0.08,8,3.5,7.4,GD Harpur,White,2.79,,3.8165,157.3401,154.9181
1891,0,0,3141,0,2008,27,GD Harpur,38,Doctor of Philosophy,Female,1,1891,White,C33,Comparative Literature,47186.7,Harpur Doctor of Philosophy,0,50327.7,3141,0,3.9,3.67,4,3.85,3.87,0,0,0,0,0.01,5,3.86,2.4,GD Harpur,White,3.71,,3.8165,157.3401,154.9181
1892,0,0,3490,3490,2008,25,GD Harpur,36,Doctor of Philosophy,Male,1,1892,White,C29,History,115642.38,Harpur Doctor of Philosophy,0,130424.38,14782,0,3.9,3.67,4,4,3.87,4,0,0,0,0.03,6,3.91,8.4,GD Harpur,White,3.72,,3.8165,157.3401,154.9181
1893,6625,6625,6890,5740,2008,23,GD Management,34,Doctor of Philosophy,Female,1,1893,China,B99,Management PHD,4924.75,Management PhD,0,30804.75,25880,0,4,4,3.15,3.43,3.33,3.5,0,0,0,-0.12,6,3.57,2.4,GD Non-Harpur,China,3.2,,3.8165,157.3401,154.9181
1894,0,0,0,0,2012,24,GD Watson,31,Doctor of Philosophy,Male,0,1894,Unknown,R96,Electrical Engineering,64209.3,Electrical Engineering PhD,0,64209.3,0,0,3.35,3.1,3.57,2,0,0,0,0,0,-0.36,4,3,3,GD Non-Harpur,White,2.95,,3.8165,157.3401,154.9181
1895,0,0,0,0,2008,24,GD Harpur,35,Doctor of Philosophy,Male,0,1895,Asian,C22,Economics,17800,Harpur Doctor of Philosophy,0,17800,0,0,3.38,2.47,3,0,0,0,0,0,0,-0.19,3,2.95,1,GD Harpur,White,3.37,,3.8165,157.3401,154.9181
1896,4185,4185,0,0,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1896,White,C38,Philosophy Interpretation and,3142.7,Harpur Doctor of Philosophy,0,11512.7,8370,0,3.8,4,4,0,0,0,0,0,0,0.1,3,3.93,1.4,GD Harpur,White,2.84,,4.5,151,161
1897,0,0,4968,0,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,1897,White,C15,Chemistry,25206,Harpur Doctor of Philosophy,0,30174,4968,0,3.35,3.28,3.85,0,0,0,0,0,0,0.25,3,3.49,1,GD Harpur,White,3,,3.8165,157.3401,154.9181
1898,0,0,4968,5464.8,2008,27,GD Management,38,Doctor of Philosophy,Male,1,1898,India,B99,Management PHD,16470.45,Management PhD,0,26903.25,10432.8,0,3.18,3.43,4,0,0,0,0,0,0,0.41,3,3.53,1.4,GD Non-Harpur,White,3.87333,,3.8165,157.3401,154.9181
1899,0,0,0,0,2007,40.7,GD Harpur,53,Doctor of Philosophy,Female,1,1899,Other International Students,C60,Translation Studies,32067.15,Harpur Doctor of Philosophy,0,47169.15,15102,0,3.77,3.65,3.9,0,0,0,0,0,0,0.06,3,3.77,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1900,0,0,0,0,2011,37,GD Watson,45,Doctor of Philosophy,Male,0,1900,White,R92,Computer Science,48484,Computer Science PhD,0,48484,0,0,3.15,4,2.85,4,4,0,0,0,0,0.17,5,3.6,4.4,GD Non-Harpur,White,2.955,,3.8165,157.3401,154.9181
1901,4685,4685,3699,3699,2012,23,GD Harpur,30,Doctor of Philosophy,Male,1,1901,White,C13,Biological Sciences,3177.99,Harpur Doctor of Philosophy,0,19945.99,16768,0,4,3.89,2.94,3.7,0,0,0,0,0,-0.19,4,3.63,1.4,GD Harpur,White,3.52,,4,155,159
1902,0,0,0,432,2011,38,GD Nursing,46,Doctor of Philosophy,Female,1,1902,White,D99,Nursing,12943.75,Nursing PhD,0,13375.75,432,0,2.7,3,4,2,4,4,3.3,0,0,0.14,7,3.29,5.4,GD Non-Harpur,White,3.31333,,3.8165,157.3401,154.9181
1903,0,0,0,0,2015,24,GD Harpur,28,Doctor of Philosophy,Male,0,1903,White,C43,Political Science,10241,Harpur Doctor of Philosophy,0,10241,0,0,3.2,0,0,0,0,0,0,0,0,0,1,3.2,0,GD Harpur,White,3.31667,,3,150,152
1904,0,0,0,0,2010,39,GD Nursing,48,Doctor of Nursing Practice,Female,1,1904,White,D70,Family Nurse Practitioner,11813,Nursing DNP,0,11813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Non-Harpur,White,3.925,,3.8165,157.3401,154.9181
1905,0,0,0,0,2009,52,GD Harpur,62,Doctor of Philosophy,Female,0,1905,White,C29,History,19969.55,Harpur Doctor of Philosophy,0,19969.55,0,0,4,4,4,3.77,3.7,3.7,4,3.7,0,-0.04,8,3.86,4.4,GD Harpur,White,3.58333,,6,149,167
1906,4185,4185,3141,3141,2009,24,GD Harpur,34,Doctor of Philosophy,Male,1,1906,White,C26,Geology,15046.99,Harpur Doctor of Philosophy,0,36718.99,21672,0,3.57,3.57,4,0,0,0,0,0,0,0.21,3,3.71,3.4,GD Harpur,White,3.505,,4.5,163,167
1907,4185,4185,4185,4185,2009,57,GD Education,67,Doctor of Education,Female,1,1907,White,E99,Educational Theory and Practic,10145.05,Education EDD,0,28405.05,18260,0,4,3.77,4,3.85,0,0,0,0,0,-0.02,4,3.9,8.4,GD Non-Harpur,White,3.85,,3.8165,157.3401,154.9181
1908,6890,6890,5688,0,2010,24,GD Watson,33,Doctor of Philosophy,Male,1,1908,China,R98,Mechanical Engineering,3734.4,Mechanical Engineering PhD,0,23202.4,19468,0,3.9,4,3.85,0,0,0,0,0,0,-0.02,3,3.92,1,GD Non-Harpur,China,3.71,,3.8165,157.3401,154.9181
1909,10095,10095,4077,4530,2014,29,GD Harpur,34,Doctor of Philosophy,Female,1,1909,White,C45,Behavioral Neuroscience,62582.06,Harpur Doctor of Philosophy,0,99533.06,36951,0,3.3,3.25,2.7,3.42,3,3.7,0,0,0,0.06,6,3.23,3,GD Harpur,White,3.02,,4,153,164
1910,4185,3839,2092.5,2092.5,2009,52,GD Nursing,62,Doctor of Philosophy,Female,1,1910,White,D99,Nursing,54502,Nursing PhD,0,71146,16644,0,3.4,3.37,3.79,3.91,3.72,3.13,0,0,0,-0.01,6,3.55,2.4,GD Non-Harpur,White,3.64,,3.8165,157.3401,154.9181
1911,4935,4935,3888,3888,2013,22,GD Harpur,28,Doctor of Philosophy,Female,1,1911,White,C13,Biological Sciences,6050.96,Harpur Doctor of Philosophy,0,24149.96,18099,0,3.75,3.27,3.5,4,0,0,0,0,0,0.1,4,3.63,2.8,GD Harpur,White,3.785,,4.5,150,161
1912,0,4185,0,3141,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1912,White,C01,Anthropology,42426.85,Harpur Doctor of Philosophy,0,49752.85,7326,0,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,1.8,GD Harpur,White,3.94,,5.5,143,163
1913,0,4968,4968,5166,2009,28.3,GD Watson,39,Doctor of Philosophy,Female,1,1913,India,R91,Biomedical Engineering,13935.2,Bioengineering PhD,0,34203.2,20268,0,3.87,3.32,3.85,3.85,0,0,0,0,0,0.05,4,3.72,3,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
1914,3330,3330,390,390,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1914,White,C29,History,3366.44,Harpur Doctor of Philosophy,0,11628.44,8262,0,4,4,4,4,3.94,0,0,0,0,-0.01,5,3.99,4.4,GD Harpur,White,3.81,,5,154,162
1915,0,0,0,0,2010,46,GD Nursing,55,Doctor of Nursing Practice,Female,0,1915,White,D70,Family Nurse Practitioner,47363.65,Nursing DNP,0,47363.65,0,0,3.6,3.15,4,4,0,0,0,0,0,0.2,4,3.69,3.4,GD Non-Harpur,White,3.41,,3.8165,157.3401,154.9181
1916,6625,6625,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1916,White,C34,Mathematics,13122.42,Harpur Doctor of Philosophy,0,46334.42,33212,0,3.9,4,3.87,4,4,4,4,3.2,0,-0.05,8,3.87,3.4,GD Harpur,White,3.92,,4.5,166,162
1917,0,0,0,0,2012,27,GD Harpur,34,Doctor of Philosophy,Female,0,1917,White,C33,Comparative Literature,25093,Harpur Doctor of Philosophy,0,25093,0,0,3.88,3.9,3.3,0,0,0,0,0,0,-0.29,3,3.69,1.4,GD Harpur,White,3.55,,4,140,153
1918,0,0,0,0,2011,43,GD Nursing,51,Doctor of Nursing Practice,Female,0,1918,White,D70,Family Nurse Practitioner,16781.84,Nursing DNP,0,16781.84,0,0,3.3,4,0,0,0,0,0,0,0,0.7,2,3.65,0.4,GD Non-Harpur,White,3.38333,,3.8165,157.3401,154.9181
1919,4935,0,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,1919,White,C29,History,15899,Harpur Doctor of Philosophy,0,20834,4935,0,2.33,3,0,0,0,0,0,0,0,0.67,2,2.67,0.4,GD Harpur,White,3.9,,5,159,157
1920,0,0,3510,0,2011,25,GD Harpur,33,Doctor of Philosophy,Male,1,1920,White,C01,Anthropology,82807.2,Harpur Doctor of Philosophy,0,86728.2,3921,0,3.8,3.67,3.7,3.7,0,0,0,0,0,-0.03,4,3.72,7,GD Harpur,White,3.375,,4,148,149
1921,0,0,0,0,2009,26,GD Harpur,36,Doctor of Philosophy,Male,0,1921,White,C29,History,10574,Harpur Doctor of Philosophy,0,10574,0,0,3.3,0,0,0,0,0,0,0,0,0,1,3.3,0,GD Harpur,White,3.34,,3.5,139,154
1922,3600,3600,0,0,2009,25,GD Harpur,35,Doctor of Philosophy,Male,1,1922,China,C34,Mathematics,8678.5,Harpur Doctor of Philosophy,0,15878.5,7200,0,3.67,4,0,0,0,0,0,0,0,0.33,2,3.83,0.4,GD Harpur,China,4,,3.8165,157.3401,154.9181
1923,3600,3600,0,0,2009,25,GD Harpur,35,Doctor of Philosophy,Female,1,1923,Europe,C34,Mathematics,8941.5,Harpur Doctor of Philosophy,0,16141.5,7200,0,3.57,3.53,0,0,0,0,0,0,0,-0.04,2,3.55,0.8,GD Harpur,White,3.48144,,3,163,143
1924,3700,3330,390,390,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1924,White,C29,History,2493.97,Harpur Doctor of Philosophy,0,11125.97,8632,0,3.62,3.77,3.88,3.86,3.88,4,0,0,0,0.06,6,3.83,5,GD Harpur,White,3.66,,5.5,149,157
1925,5166,5688,5688,6255,2009,21.3,GD Watson,32,Doctor of Philosophy,Male,1,1925,India,R96,Electrical Engineering,20211.79,Electrical Engineering PhD,0,51634.79,31423,0,2.9,3.3,4,3.35,3.5,3,3.35,4,0,0.06,8,3.42,8,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
1926,5185,5185,0,0,2014,23,GD Nursing,28,Doctor of Philosophy,Female,1,1926,White,D99,Nursing,2792.7,Nursing PhD,0,13162.7,10370,0,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Non-Harpur,White,3.965,,3.8165,157.3401,154.9181
1927,6625,6625,3141,3141,2009,25.3,GD Harpur,36,Doctor of Philosophy,Male,1,1927,Asian,C15,Chemistry,32069.6,Harpur Doctor of Philosophy,0,51601.6,19532,0,3.7,3.54,3.5,2.7,0,0,0,0,0,-0.3,4,3.36,3,GD Harpur,White,3.48144,,2.5,153,140
1928,4185,4185,3141,0,2009,25,GD Harpur,35,Doctor of Philosophy,Male,1,1928,White,C46,Cognitive Psychology,6547.6,Harpur Doctor of Philosophy,0,18058.6,11511,0,3.45,3.31,3.93,0,0,0,0,0,0,0.24,3,3.56,1,GD Harpur,White,3.48144,,4.5,151,150
1929,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1929,White,C01,Anthropology,25003.78,Harpur Doctor of Philosophy,0,54705.78,29702,0,4,3.9,4,4,3.93,4,0,0,0,0,6,3.97,3.4,GD Harpur,White,3.97667,,4.5,160,162
1930,6625,5166,5166,5688,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1930,China,C13,Biological Sciences,16308.75,Harpur Doctor of Philosophy,0,44641.75,28333,0,3.55,4,3.77,3.7,0,0,0,0,0,0.02,4,3.76,5,GD Harpur,China,3.48144,,3.5,166,152
1931,6625,0,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1931,India,C13,Biological Sciences,1064.5,Harpur Doctor of Philosophy,0,7689.5,6625,0,3.67,0,0,0,0,0,0,0,0,0,1,3.67,0,GD Harpur,White,3.48144,,4,164,146
1932,0,3141,2443,3330,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,1932,White,C13,Biological Sciences,9468.99,Harpur Doctor of Philosophy,0,28732.99,19264,0,3.72,3.3,3.35,3.33,0,0,0,0,0,-0.11,4,3.43,6.4,GD Harpur,White,3.145,,3.8165,157.3401,154.9181
1933,6625,6625,6890,5683.2,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1933,China,C22,Economics,5187.75,Harpur Doctor of Philosophy,0,31010.95,25823.2,0,3.23,3.33,2.9,3.15,0,0,0,0,0,-0.07,4,3.15,1.4,GD Harpur,China,3.48144,,4,164,153
1934,0,0,6890,6890,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1934,China,C22,Economics,20816.84,Harpur Doctor of Philosophy,0,45972.84,25156,0,3.57,3.9,3.57,3.3,3.7,3.7,0,0,0,-0.01,6,3.62,2.4,GD Harpur,China,3.48144,,3.5,166,155
1935,6625,0,0,0,2009,32,GD Harpur,42,Doctor of Philosophy,Female,1,1935,Unknown,C37,Philosophy SPEL,8956,Harpur Doctor of Philosophy,0,15581,6625,0,4,0,0,0,0,0,0,0,0,0,1,4,0,GD Harpur,White,3.52333,,6,146,167
1936,0,0,0,0,2009,24.3,GD Watson,35,Doctor of Philosophy,Male,0,1936,White,R96,Electrical Engineering,28183.65,Electrical Engineering PhD,0,28183.65,0,0,3,3,2.85,2.7,2.3,3.5,0,0,1,0.01,6,2.89,3,GD Non-Harpur,White,3.15,,3.8165,157.3401,154.9181
1937,6625,6625,5166,5166,2009,23,GD Watson,33,Doctor of Philosophy,Male,1,1937,China,R96,Electrical Engineering,5044.55,Electrical Engineering PhD,0,28626.55,23582,0,4,4,4,4,0,0,0,0,0,0,4,4,1.4,GD Non-Harpur,China,3.7,,3.5,166,158
1938,4185,4185,3490,3490,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1938,White,C29,History,5526.6,Harpur Doctor of Philosophy,0,20876.6,15350,0,3.76,4,3.46,3.76,0,0,0,0,0,-0.05,4,3.75,1.4,GD Harpur,White,3.86,,5,144,142
1939,0,0,0,0,2011,49,GD Education,57,Doctor of Education,Female,0,1939,White,E99,Educational Theory and Practic,81278.15,Education EDD,0,81278.15,0,0,4,4,3.85,4,4,4,0,0,0,0,6,3.98,4,GD Non-Harpur,White,3.45,,3.8165,157.3401,154.9181
1940,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1940,White,C01,Anthropology,5112.93,Harpur Doctor of Philosophy,0,35204.93,30092,0,4,4,4,4,3.9,4,0,0,0,-0.01,6,3.98,4,GD Harpur,White,3.86,,5,148,163
1941,6625,6625,3141,3141,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,1941,Hispanic or Latino,C01,Anthropology,8984.99,Harpur Doctor of Philosophy,0,35176.99,26192,0,3.9,3.43,3.69,4,0,0,0,0,0,0.06,4,3.76,2.4,GD Harpur,White,3.26,,5.5,151,159
1942,4935,4935,3888,3888,2013,22,GD Harpur,28,Doctor of Philosophy,Female,1,1942,White,C45,Behavioral Neuroscience,16667.32,Harpur Doctor of Philosophy,0,38843.32,22176,0,3.5,3.48,2.85,3.58,3.5,0,0,0,0,0.01,5,3.38,3,GD Harpur,White,3.58,,4,155,157
1943,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1943,White,C29,History,4353.91,Harpur Doctor of Philosophy,0,19005.91,14652,0,3.88,4,3.97,3.7,0,0,0,0,0,-0.06,4,3.89,2,GD Harpur,White,3.85,,4,140,156
1944,4185,4185,4185,349,2009,20,GD Harpur,30,Doctor of Philosophy,Male,1,1944,White,C22,Economics,9869.85,Harpur Doctor of Philosophy,0,22773.85,12904,0,3.1,3.1,3,0,0,0,0,0,0,-0.05,3,3.07,1.4,GD Harpur,White,3.69,,4.5,161,160
1945,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1945,White,C15,Chemistry,4302.68,Harpur Doctor of Philosophy,0,20474.68,16172,0,3.3,3.6,3.65,0,0,0,0,0,0,0.17,3,3.52,4.4,GD Harpur,White,3.48144,,4,157,146
1946,4530,1359,0,0,2013,22,GD Harpur,28,Doctor of Philosophy,Male,1,1946,White,C29,History,1365.61,Harpur Doctor of Philosophy,0,7254.61,5889,0,3.7,3.7,3.53,3.43,3.36,3.3,0,0,0,-0.09,6,3.5,2.4,GD Harpur,White,3.79,,4.5,157,156
1947,0,0,0,3141,2009,27,GD Harpur,37,Doctor of Philosophy,Male,1,1947,Unknown,C01,Anthropology,66095.99,Harpur Doctor of Philosophy,0,72566.99,6471,0,3.67,4,3.73,3.65,0,0,0,0,0,-0.03,4,3.76,3,GD Harpur,White,3.48144,,4.5,151,153
1948,6625,0,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1948,White,C45,Behavioral Neuroscience,2090,Harpur Doctor of Philosophy,0,8715,6625,0,3.3,0,0,0,0,0,0,0,0,0,1,3.3,0,GD Harpur,White,3.625,,4.5,153,152
