,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
1198,7580,7580,4290,4685,2011,24,GD Harpur,32,Doctor of Philosophy,Male,1,1198,White,C47,Clinical Psychology,26801.77,Harpur Doctor of Philosophy,Bachelors Prepared,58745.77,31944,1,3.83,3.67,3.89,3.84,3.75,3.24,4,4,0,0.01,8,3.78,7,GD Harpur,White,3.79,,5,156,162
1199,7580,7580,3510,3510,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1199,Hispanic or Latino,C13,Biological Sciences,28513.06,Harpur Doctor of Philosophy,Masters Prepared,56573.06,28060,1,4,3.67,3.87,3.85,4,0,0,0,0,0.02,5,3.88,4.4,GD Harpur,White,3.19,,3,146,152
1200,4435,4435,3744,4685,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1200,Unknown,C47,Clinical Psychology,8247.03,Harpur Doctor of Philosophy,Bachelors Prepared,38581.03,30334,1,3.74,3.56,3.69,4,4,3.72,4,0,0,0.05,7,3.82,5.8,GD Harpur,White,3.52,,4,156,156
1201,7580,7580,6255,6255,2011,23,GD Watson,31,Doctor of Philosophy,Male,1,1201,China,R98,Mechanical Engineering,17417.22,Mechanical Engineering PhD,0,62389.22,44972,1,3.67,3.5,3.7,3.75,4,0,0,0,0,0.09,5,3.72,5,GD Non-Harpur,China,3.6,,3,166,154
1202,4935,4935,3888,3888,2013,34,GD Harpur,40,Doctor of Philosophy,Male,1,1202,White,C15,Chemistry,4581.17,Harpur Doctor of Philosophy,Bachelors Prepared,24945.17,20364,1,2.94,3.85,3.85,0,0,0,0,0,0,0.45,3,3.55,4.4,GD Harpur,White,2.91,,1.5,140,137
1203,7580,7580,6255,695,2011,22,GD Harpur,30,Doctor of Philosophy,Male,1,1203,China,C15,Chemistry,9191.02,Harpur Doctor of Philosophy,Bachelors Prepared,35438.02,26247,1,4,3.9,3.7,0,0,0,0,0,0,-0.15,3,3.87,4,GD Harpur,China,3.48144,,4.5,166,152
1204,7580,7580,6255,6255,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1204,China,C15,Chemistry,13241.13,Harpur Doctor of Philosophy,Bachelors Prepared,52093.13,38852,1,3.15,3.58,3.65,3.7,4,0,0,0,0,0.18,5,3.62,5,GD Harpur,China,4,,3,160,154
1205,7580,7580,8340,8340,2011,25,GD Harpur,33,Doctor of Philosophy,Female,1,1205,Europe,C43,Political Science,12126.5,Harpur Doctor of Philosophy,Bachelors Prepared,63558.5,51432,1,4,3.9,4,4,4,4,0,0,0,0.01,6,3.98,4.4,GD Harpur,White,2.49,,3.8165,157.3401,154.9181
1206,7580,7580,8340,8340,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1206,China,C22,Economics,19064.64,Harpur Doctor of Philosophy,Bachelors Prepared,68206.64,49142,1,3.7,4,4,4,3.69,4,0,0,0,0.02,6,3.9,5.4,GD Harpur,China,3.7,,3,166,165
1207,6885,6885,841,841,2011,22,GD Watson,30,Doctor of Philosophy,Female,1,1207,China,R92,Computer Science,12355.28,Computer Science PhD,0,33357.28,21002,1,4,3.9,4,4,0,0,0,0,0,0.01,4,3.98,7,GD Non-Harpur,China,3.7,,3,156,144
1208,5688,5688,6255,6255,2011,25,GD Watson,33,Doctor of Philosophy,Female,1,1208,China,R87,Industrial and Systems Enginee,9903.34,Industrial and Systems Eng PhD,0,37926.34,28023,1,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,4,GD Non-Harpur,China,3.48144,,4,166,156
1209,7580,7580,8340,8340,2011,24,GD Harpur,32,Doctor of Philosophy,Female,1,1209,China,C22,Economics,13335.74,Harpur Doctor of Philosophy,Masters Prepared,62477.74,49142,1,3.48,3.9,3.8,3.9,3.76,4,0,0,0,0.07,6,3.81,4.4,GD Harpur,China,3.61,,3.8165,157.3401,154.9181
1210,4435,4435,4290,4685,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1210,White,C47,Clinical Psychology,7561.35,Harpur Doctor of Philosophy,Bachelors Prepared,34985.35,27424,1,3.83,3.43,3.89,3.92,4,3.24,0,0,0,-0.03,6,3.72,5.8,GD Harpur,White,3.65,,4.5,156,156
1211,5688,5688,6255,6255,2011,26,GD Watson,34,Doctor of Philosophy,Male,1,1211,China,R96,Electrical Engineering,15045.11,Electrical Engineering PhD,0,42143.11,27098,1,4,4,4,4,0,0,0,0,0,0,4,4,4,GD Non-Harpur,China,3.44667,,3.5,166,149
1212,0,0,4685,3510,2011,33,GD Harpur,41,Doctor of Philosophy,Male,1,1212,White,C29,History,75847.1,Harpur Doctor of Philosophy,Masters Prepared,92061.1,16214,1,4,3.7,3.8,4,3.88,3.7,0,0,0,-0.02,6,3.85,5.8,GD Harpur,White,3.4,,4,148,163
1213,3510,3510,411,411,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1213,White,C26,Geology,4140.99,Harpur Doctor of Philosophy,Masters Prepared,12846.99,8706,1,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,4.4,GD Harpur,White,3.75,,4.5,148,148
1214,7580,7580,8340,6255,2011,25,GD Harpur,33,Doctor of Philosophy,Female,1,1214,White,C52,Sociology,20407.41,Harpur Doctor of Philosophy,Bachelors Prepared,57812.41,37405,1,4,3.9,4,0,0,0,0,0,0,0,3,3.97,7.4,GD Harpur,White,3.665,,4,161,160
1215,6885,6885,841,841,2011,22,GD Watson,30,Doctor of Philosophy,Female,1,1215,China,R91,Biomedical Engineering,10456.5,Bioengineering PhD,0,29608.5,19152,1,3.58,4,3.85,0,0,0,0,0,0,0.13,3,3.81,5.8,GD Non-Harpur,China,3.05,,3,161,152
1216,4435,4435,4685,3510,2011,24,GD Management,32,Doctor of Philosophy,Male,1,1216,Hispanic or Latino,B99,Management PHD,4285.98,Management PhD,0,25892.98,21607,1,3.93,4,3.92,4,4,0,0,0,1,0.01,5,3.97,3,GD Non-Harpur,White,3.48144,600,3.8165,157.3401,154.9181
1217,5688,5688,7645,6255,2011,26,GD Watson,34,Doctor of Philosophy,Male,1,1217,Asia,R96,Electrical Engineering,12899.39,Electrical Engineering PhD,0,38940.39,26041,1,4,4,3.89,4,0,0,0,0,0,-0.01,4,3.97,3,GD Non-Harpur,Asia,3.37,,2,158,137
1218,7580,7580,8340,6255,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1218,Asia,C52,Sociology,22064.67,Harpur Doctor of Philosophy,Masters Prepared,66514.67,44450,1,4,3.9,3.9,0,0,0,0,0,0,-0.05,3,3.93,6.4,GD Harpur,Asia,3.48144,,3.5,152,150
1219,6885,6885,7569,7569,2011,24,GD Watson,32,Doctor of Philosophy,Male,1,1219,India,R98,Mechanical Engineering,16679.99,Mechanical Engineering PhD,0,48362.99,31683,1,3,3.9,4,3.67,4,4,0,0,1,0.14,6,3.76,6.4,GD Non-Harpur,White,2.67,,3,156,148
1220,6885,841,841,925,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1220,China,C29,History,9921.41,Harpur Doctor of Philosophy,Masters Prepared,20338.41,10417,1,3.32,3.8,3.7,3.81,3.82,4,0,0,0,0.1,6,3.74,5.8,GD Harpur,China,3.48144,,3.5,166,150
1221,7580,7580,6255,6255,2011,22,GD Harpur,30,Doctor of Philosophy,Male,1,1221,China,C34,Mathematics,15181.72,Harpur Doctor of Philosophy,Bachelors Prepared,58303.72,43122,1,4,4,4,3.85,4,4,0,0,0,0,6,3.98,4.4,GD Harpur,China,3.77,,3.5,166,151
1222,0,3699,3699,3888,2012,27,GD Harpur,34,Doctor of Philosophy,Female,1,1222,Unknown,C01,Anthropology,118959.55,Harpur Doctor of Philosophy,Masters Prepared,135501.55,16542,1,4,4,4,4,4,4,0,0,0,0,6,4,6.4,GD Harpur,White,3.36,,4,149,157
1223,5688,5688,6255,6255,2011,30,GD Watson,38,Doctor of Philosophy,Male,1,1223,Asian,R96,Electrical Engineering,13946.67,Electrical Engineering PhD,0,41044.67,27098,1,3.7,3.85,4,4,0,0,0,0,0,0.1,4,3.89,4,GD Non-Harpur,White,3.48144,,4,166,151
1224,0,0,3888,1728,2013,29,GD Harpur,35,Doctor of Philosophy,Female,1,1224,White,C23,English,59759.01,Harpur Doctor of Philosophy,Masters Prepared,66281.01,6522,1,4,4,4,4,0,0,0,0,0,0,4,4,4,GD Harpur,White,3.86,,5,147,162
1225,7580,7580,3510,3510,2011,21,GD Harpur,29,Doctor of Philosophy,Male,1,1225,White,C34,Mathematics,9087.35,Harpur Doctor of Philosophy,Bachelors Prepared,46894.35,37807,1,4,4,4,4,3.69,4,4,4,0,0,8,3.96,5.8,GD Harpur,White,3.98,,3.8165,157.3401,154.9181
1226,8340,8340,6885,765,2012,29,GD Harpur,36,Doctor of Philosophy,Male,1,1226,Asia,C15,Chemistry,9957.54,Harpur Doctor of Philosophy,Masters Prepared,37819.54,27862,1,3.7,3.14,3.87,0,0,0,0,0,0,0.08,3,3.57,3.8,GD Harpur,Asia,3.48144,,2.5,166,166
1227,7580,7580,3510,3510,2011,30,GD Harpur,38,Doctor of Philosophy,Male,1,1227,White,C01,Anthropology,33445.13,Harpur Doctor of Philosophy,Masters Prepared,64793.13,31348,1,4,4,4,4,4,4,0,0,0,0,6,4,4.8,GD Harpur,White,3.505,,3.5,157,149
1228,0,0,0,0,2011,42,GD Harpur,50,Doctor of Philosophy,Male,0,1228,Unknown,C23,English,32172.7,Harpur Doctor of Philosophy,Masters Prepared,32172.7,0,1,4,4,0,0,0,0,0,0,0,0,2,4,1,GD Harpur,White,3.76,,3.8165,157.3401,154.9181
1229,7580,7580,6255,695,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1229,China,C15,Chemistry,8528.88,Harpur Doctor of Philosophy,Bachelors Prepared,33850.88,25322,1,4,4,3.87,0,0,0,0,0,0,-0.07,3,3.96,3.4,GD Harpur,China,3.72,,3,164,154
1230,5688,6320,6255,6255,2011,28,GD Grad School,36,Doctor of Philosophy,Male,1,1230,Asia,H22,Material Sci and Eng-Engineerg,12651.02,Graduate School PhD,0,44081.02,31430,1,3.2,3.49,3.85,3.3,0,0,0,0,0,0.07,4,3.46,5.4,GD Non-Harpur,Asia,3.48144,,2.5,154,140
1231,6885,6885,7569,841,2011,22,GD Watson,30,Doctor of Philosophy,Male,1,1231,China,R91,Biomedical Engineering,11069.54,Bioengineering PhD,0,35099.54,24030,1,3.93,4,3.85,4,0,0,0,0,0,0.01,4,3.94,5.4,GD Non-Harpur,China,3.2,,3,166,150
1232,7580,7580,6255,695,2011,23,GD Grad School,31,Doctor of Philosophy,Female,1,1232,China,H21,Materials Science and Engineer,8097.14,Graduate School PhD,0,33419.14,25322,1,4,4,0,0,0,0,0,0,0,0,2,4,3.4,GD Non-Harpur,China,3.48144,,3,166,158
1233,7580,7580,8340,8340,2011,26,GD Harpur,34,Doctor of Philosophy,Male,1,1233,Other International Students,C22,Economics,14193.19,Harpur Doctor of Philosophy,Masters Prepared,63335.19,49142,1,3.43,3.67,3.67,3.9,3.69,4,0,0,0,0.09,6,3.73,5,GD Harpur,White,3.48144,,4,156,154
1234,6255,6255,6885,6885,2012,31,GD Watson,38,Doctor of Philosophy,Male,1,1234,Asia,R96,Electrical Engineering,15672.28,Electrical Engineering PhD,0,46409.28,30737,1,4,4,4,4,0,0,0,0,0,0,4,4,4.4,GD Non-Harpur,Asia,3.4,,2.5,163,144
1235,7580,7580,6255,6255,2011,26,GD Harpur,34,Doctor of Philosophy,Male,1,1235,Africa,C49,Physics,13589.48,Harpur Doctor of Philosophy,Bachelors Prepared,55821.48,42232,1,3,3.8,3.5,3.7,4,4,0,0,0,0.17,6,3.67,5.4,GD Harpur,Africa,2.95,,3,156,148
1236,5688,5688,6255,695,2011,25,GD Watson,33,Doctor of Philosophy,Male,1,1236,Asia,R87,Industrial and Systems Enginee,6743.54,Industrial and Systems Eng PhD,0,26599.54,19856,1,3.57,3.9,3.8,0,0,0,0,0,0,0.11,3,3.76,2.4,GD Non-Harpur,Asia,3.48144,,3,157,140
1237,3669,411,432,432,2011,21,GD Watson,29,Doctor of Philosophy,Female,1,1237,White,R91,Biomedical Engineering,2276.31,Bioengineering PhD,0,8126.31,5850,1,3.65,4,4,4,4,4,0,0,1,0.05,6,3.94,4.8,GD Non-Harpur,White,3.39,,4,151,154
1238,6885,6885,7569,7569,2013,32,GD Watson,38,Doctor of Philosophy,Male,1,1238,Asia,R91,Biomedical Engineering,12044.57,Bioengineering PhD,0,44652.57,32608,1,3.77,3.85,3.2,0,0,0,0,0,0,-0.29,3,3.61,3.8,GD Non-Harpur,Asia,3.835,,3,164,158
1239,6885,6885,7569,841,2011,22,GD Watson,30,Doctor of Philosophy,Female,1,1239,China,R93,Systems Science,7761.12,Systems Science PhD,0,31791.12,24030,1,3.5,3.77,4,4,4,4,0,0,1,0.09,6,3.88,4.4,GD Non-Harpur,China,3.395,,3,156,151
1240,7580,7580,8340,8340,2011,29,GD Harpur,37,Doctor of Philosophy,Male,1,1240,China,C43,Political Science,14499.73,Harpur Doctor of Philosophy,Bachelors Prepared,72659.73,58160,1,3.8,3.67,3.9,3.9,3.9,4,0,0,0,0.05,6,3.86,4.8,GD Harpur,China,3.27,,3.8165,157.3401,154.9181
1241,0,0,6255,6255,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1241,Asia,C33,Comparative Literature,60261.89,Harpur Doctor of Philosophy,Bachelors Prepared,88223.89,27962,1,3.67,3.7,4,4,3.56,4,0,0,0,0.04,6,3.82,6.4,GD Harpur,Asia,3.48144,,2.5,134,143
1242,0,0,0,0,2011,25,GD Harpur,33,Doctor of Philosophy,Female,0,1242,White,C33,Comparative Literature,83160.5,Harpur Doctor of Philosophy,Masters Prepared,83160.5,0,1,3.67,4,4,3.9,4,4,0,0,0,0.04,6,3.93,7.4,GD Harpur,White,3.09,,3.5,136,156
1243,3699,3699,3888,3888,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1243,White,C23,English,4186.72,Harpur Doctor of Philosophy,Masters Prepared,21172.72,16986,1,3.9,3.77,4,3.7,4,3.85,4,4,0,0.02,8,3.9,5.4,GD Harpur,White,3.36,,4.5,141,162
1244,7580,7580,3900,3510,2011,24,GD Harpur,32,Doctor of Philosophy,Male,1,1244,White,C45,Behavioral Neuroscience,6781.25,Harpur Doctor of Philosophy,Bachelors Prepared,39878.25,33097,1,3.5,3.65,3.86,3.77,3.57,2.85,0,0,0,-0.1,6,3.53,7,GD Harpur,White,2.91,,4.5,163,170
1245,0,0,0,0,2011,23,GD Nursing,31,Doctor of Nursing Practice,Female,0,1245,Asian,D70,Family Nurse Practitioner,21478.15,Nursing DNP,0,21478.15,0,1,3.84,3.93,4,3.91,4,3.85,0,0,0,0,6,3.92,3,GD Non-Harpur,White,3.53,,4.5,147,153
1246,5688,6320,6255,6255,2011,25,GD Watson,33,Doctor of Philosophy,Male,1,1246,China,R92,Computer Science,14482.82,Computer Science PhD,0,44062.82,29580,1,3.8,3.9,4,4,0,0,0,0,0,0.07,4,3.92,5.4,GD Non-Harpur,China,3.48144,,3,166,155
1247,5688,5688,6255,6255,2011,26,GD Watson,34,Doctor of Philosophy,Male,1,1247,White,R93,Systems Science,10323.84,Systems Science PhD,0,37421.84,27098,1,3.9,4,3.7,0,0,0,0,0,0,-0.1,3,3.87,4,GD Non-Harpur,White,3.165,,3.8165,157.3401,154.9181
1248,4435,4435,4685,4685,2011,23,GD Harpur,31,Doctor of Philosophy,Male,1,1248,Unknown,C43,Political Science,15721.84,Harpur Doctor of Philosophy,Bachelors Prepared,44365.84,28644,1,3.8,3.9,3.9,3.9,3.9,4,0,0,0,0.03,6,3.9,6.4,GD Harpur,White,3.99,,4,158,155
1249,7580,7580,8340,6255,2011,29,GD Management,37,Doctor of Philosophy,Male,1,1249,Asia,B99,Management PHD,10047.57,Management PhD,0,49134.57,39087,1,4,3.85,4,3.87,0,0,0,0,0,-0.02,4,3.93,3.4,GD Non-Harpur,Asia,3.48144,710,3.8165,157.3401,154.9181
1250,7580,7580,8340,8340,2011,25,GD Harpur,33,Doctor of Philosophy,Male,1,1250,Other International Students,C22,Economics,12499.93,Harpur Doctor of Philosophy,Bachelors Prepared,61641.93,49142,1,3.43,3.8,3.9,3.85,4,4,0,0,0,0.1,6,3.83,4.4,GD Harpur,White,3.48144,,3,157,150
1251,6255,8340,6885,6885,2012,38,GD Harpur,45,Doctor of Philosophy,Male,1,1251,Africa,C15,Chemistry,12771.58,Harpur Doctor of Philosophy,Masters Prepared,46518.58,33747,1,3,3.6,3.7,0,0,0,0,0,0,0.35,3,3.43,4.8,GD Harpur,Africa,2.92,,3,154,142
1252,4435,4435,3510,3510,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1252,White,C15,Chemistry,4637.6,Harpur Doctor of Philosophy,Bachelors Prepared,26407.6,21770,1,2.7,3.51,3.5,3.56,3.7,0,0,0,0,0.2,5,3.39,4.4,GD Harpur,White,2.7,,3.5,147,141
1253,6255,6255,6885,1530,2012,28.3,GD Watson,36,Doctor of Philosophy,Female,1,1253,Asia,R87,Industrial and Systems Enginee,12065.65,Industrial and Systems Eng PhD,0,37447.65,25382,1,4,4,4,4,0,0,0,0,0,0,4,4,5,GD Non-Harpur,Asia,3.05,,3,163,147
1254,7580,7580,8340,8340,2011,30,GD Harpur,38,Doctor of Philosophy,Male,1,1254,Other International Students,C43,Political Science,12475.64,Harpur Doctor of Philosophy,Bachelors Prepared,63907.64,51432,1,3.8,3.8,3.77,3.9,3.9,4,0,0,0,0.04,6,3.86,4.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1255,0,5688,3510,3510,2011,27,GD Harpur,35,Doctor of Philosophy,Male,1,1255,White,C34,Mathematics,13366.69,Harpur Doctor of Philosophy,Masters Prepared,31048.69,17682,1,3.87,4,3.76,3.73,4,0,0,0,0,0,5,3.87,5.8,GD Harpur,White,3.445,,4,166,154
1256,7580,7580,6255,6255,2011,30,GD Harpur,38,Doctor of Philosophy,Female,1,1256,Asia,C09,Art History,24394.61,Harpur Doctor of Philosophy,Masters Prepared,67516.61,43122,1,4,4,4,3.7,0,0,0,0,0,-0.09,4,3.92,7.4,GD Harpur,Asia,3.48144,,4,144,152
1257,7580,7580,6950,8340,2011,29,GD Management,37,Doctor of Philosophy,Female,1,1257,Asia,B99,Management PHD,20382.64,Management PhD,0,60164.64,39782,1,4,3.86,3.8,4,0,0,0,0,0,-0.01,4,3.92,4,GD Non-Harpur,Asia,3.48144,,3.5,166,165
1258,7580,7580,6255,3510,2011,25,GD Harpur,33,Doctor of Philosophy,Female,1,1258,Unknown,C37,Philosophy SPEL,11447.79,Harpur Doctor of Philosophy,0,48090.79,36643,1,4,3.6,4,4,4,4,0,0,0,0.03,6,3.93,7.8,GD Harpur,White,3.96,,5,163,164
1259,5688,5688,6255,6255,2011,29,GD Watson,37,Doctor of Philosophy,Female,1,1259,Asia,R87,Industrial and Systems Enginee,22336.77,Industrial and Systems Eng PhD,0,46633.77,24297,1,3.8,3.9,4,0,0,0,0,0,0,0.1,3,3.9,5.8,GD Non-Harpur,Asia,2.76,,3,156,143
1260,7580,7580,4685,4685,2011,31,GD Harpur,39,Doctor of Philosophy,Male,1,1260,White,C43,Political Science,60151.52,Harpur Doctor of Philosophy,Bachelors Prepared,93315.52,33164,1,3.9,3.9,3.77,3.9,4,4,0,0,0,0.03,6,3.91,3.8,GD Harpur,White,3.295,,4,145,155
1261,7580,7580,8340,6255,2011,24,GD Harpur,32,Doctor of Philosophy,Female,1,1261,Asia,C01,Anthropology,17595.02,Harpur Doctor of Philosophy,Masters Prepared,66586.02,48991,1,4,4,4,3.85,4,4,0,0,0,0,6,3.98,6.4,GD Harpur,Asia,3.63,,3.8165,157.3401,154.9181
1262,6885,6885,7569,7569,2011,25,GD Harpur,33,Doctor of Philosophy,Male,1,1262,India,C34,Mathematics,19997.49,Harpur Doctor of Philosophy,Masters Prepared,50755.49,30758,1,3.1,3.57,4,4,4,4,4,0,1,0.13,7,3.81,7.4,GD Harpur,White,2.62,,3,160,158
1263,4435,4435,3510,3510,2011,22,GD Harpur,30,Doctor of Philosophy,Male,1,1263,White,C49,Physics,3899.69,Harpur Doctor of Philosophy,Bachelors Prepared,22381.69,18482,1,4,4,4,3.8,0,0,0,0,0,-0.06,4,3.95,4.4,GD Harpur,White,2.93,,5,156,149
